0	43
0	68
0	75
0	76
0	77
0	78
0	92
1	39
1	41
1	57
1	58
1	71
1	99
1	105
2	7
2	30
2	41
2	46
2	47
2	49
2	62
2	68
2	75
2	76
2	77
2	78
2	96
2	97
2	99
2	102
2	105
2	120
3	48
3	57
3	67
3	68
3	118
4	9
4	13
4	22
4	31
4	34
4	37
4	55
4	57
4	67
4	68
4	118
4	120
5	21
5	40
5	44
5	62
5	67
5	68
5	70
5	74
5	89
5	90
5	96
5	97
5	102
6	16
6	34
6	52
6	57
6	67
6	68
6	74
6	118
7	19
7	27
7	30
7	31
7	38
7	44
7	48
7	50
7	59
7	60
7	67
7	68
7	86
7	92
7	100
7	120
8	14
8	16
8	27
8	29
8	30
8	33
8	35
8	39
8	40
8	74
8	105
8	107
8	118
9	19
9	53
9	54
9	71
9	82
9	84
9	87
9	88
9	89
9	101
9	105
10	2
10	7
10	8
10	14
10	20
10	23
10	24
10	29
10	35
10	40
10	43
10	46
10	51
10	70
10	95
10	99
10	105
11	2
11	7
11	8
11	14
11	20
11	23
11	24
11	29
11	35
11	40
11	43
11	46
11	51
11	70
11	95
11	99
11	105
13	37
13	40
13	45
13	46
13	65
13	82
13	95
13	96
13	97
13	104
13	107
14	4
14	7
14	19
14	21
14	46
14	52
14	71
14	83
14	97
14	105
15	4
15	7
15	41
15	43
15	50
15	52
15	83
15	97
15	105
16	20
16	29
16	30
16	34
16	41
16	52
16	58
16	60
16	62
16	91
16	99
16	105
17	29
17	30
17	41
17	50
17	52
17	59
17	61
17	63
17	82
17	90
17	91
17	92
17	93
17	100
18	25
18	29
18	30
18	37
18	39
18	40
18	52
18	63
18	88
19	1
19	23
19	29
19	61
19	88
19	101
20	4
20	6
20	39
20	40
20	65
20	82
20	90
20	91
20	92
20	93
20	105
21	18
21	19
21	34
21	59
22	7
22	21
22	35
22	37
22	40
22	45
22	46
22	48
22	51
22	52
22	54
22	57
22	62
22	69
22	82
22	83
22	89
22	99
22	104
22	120
23	7
23	15
23	25
23	30
23	33
23	37
23	43
23	45
23	52
23	57
23	59
23	68
23	70
23	86
23	87
23	88
23	104
24	15
24	25
24	27
24	30
24	32
24	33
24	40
24	45
24	53
24	68
24	70
24	86
24	87
24	88
24	100
24	105
24	122
25	3
25	5
25	6
25	8
25	37
25	54
25	69
25	83
25	85
25	98
25	101
25	103
26	3
26	5
26	6
26	8
26	15
26	17
26	24
26	33
26	37
26	54
26	60
26	69
26	98
27	9
27	13
27	15
27	16
27	17
27	25
27	51
27	53
27	55
27	62
27	71
27	95
27	101
28	0
28	3
28	4
28	5
28	6
28	10
28	11
28	14
